cc_no,transaction_time,amount,items,location,merchant,notes,status,tags,transaction_id,user_id
1234123412341230,2016-09-19 13:56:28.942+0000,1846.74,,Orlando,Target,Shopping,FAILED,"{'Home', 'Shopping'}",659686c1-73d6-4769-aa84-b312418ae818,banderson
1234123412341230,2016-09-19 01:03:20.212+0000,1428.45,,Tampa,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",cee588a6-1e56-4d23-9c6f-cc21ad5dff29,banderson
1234123412341230,2016-09-18 16:48:02.508+0000,1177.90,,West Palm Beach,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",6d9afaeb-171a-40e6-a844-fb89ed687401,banderson
1234123412341230,2016-09-18 08:00:34.320+0000,858.90,,Birmingham,Macys,Shopping,,"{'Home', 'Shopping'}",10bd0f49-d97a-4b0d-8d8b-4db5d3e21d8b,banderson
1234123412341230,2016-09-18 05:32:06.497+0000,2779.17,,Atlanta,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",ecabdcad-03f2-4084-810b-0ecfc0af89c7,banderson
1234123412341230,2016-09-17 21:24:09.289+0000,839.36,,Birmingham,Target,Shopping,,"{'Home', 'Shopping'}",f132267a-0cc5-4b11-9655-7e367009c556,banderson
1234123412341230,2016-09-17 20:53:58.192+0000,2499.08,,West Palm Beach,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",797224af-b66b-4d49-9324-6023df481609,banderson
1234123412341230,2016-09-17 15:53:22.101+0000,927.49,,Tampa,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",ebff9b6e-5502-47e1-ab82-9fadee130939,banderson
1234123412341230,2016-09-17 00:22:50.166+0000,1209.75,,Atlanta,Target,Shopping,,"{'Home', 'Shopping'}",3d1adc91-2528-4742-87ee-cb32658e4db1,banderson
1234123412341230,2016-09-17 00:20:35.753+0000,1980.84,,Dallas,Starbucks,Shopping,,"{'Home', 'Shopping'}",ba4772d1-5c0c-4ca8-9693-f27a44738315,banderson
1234123412341230,2016-09-16 21:01:24.511+0000,2672.35,,Birmingham,Target,Shopping,,"{'Home', 'Shopping'}",aa477791-805b-4540-b844-03ff7deed228,banderson
1234123412341230,2016-09-16 05:56:59.832+0000,545.97,,Tampa,Starbucks,Shopping,,"{'Home', 'Shopping'}",85afd268-5a14-47cb-b23b-c07a4eef0ec8,banderson
1234123412341230,2016-09-16 02:19:12.358+0000,2136.08,,Dallas,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",be7b5618-161a-4071-a41c-d477cd5b49de,banderson
1234123412341230,2016-09-14 23:47:07.202+0000,987.42,,Birmingham,Kroger,Shopping,,"{'Home', 'Shopping'}",8e0de6bc-9a8b-414f-ba30-7117cf33c9fc,banderson
1234123412341230,2016-09-14 05:12:57.156+0000,2398.71,,Tampa,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",d5c134c8-a2e7-4dfc-9628-4bf37ee5e8ee,banderson
1234123412341230,2016-09-14 04:36:17.301+0000,1687.58,,Dallas,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",0a0c9a15-b773-4333-a3f2-a5f827d367ad,banderson
1234123412341230,2016-09-14 01:30:04.944+0000,1835.45,,Orlando,Kroger,Shopping,,"{'Home', 'Shopping'}",eb574311-f618-4876-9dd9-9e53c2cbfada,banderson
1234123412341230,2016-09-14 01:12:36.950+0000,1323.44,,Tampa,Amazon,Shopping,,"{'Home', 'Shopping'}",11954596-9078-4043-b77e-cfa209cab716,banderson
1234123412341230,2016-09-13 22:10:13.217+0000,2285.78,,Tampa,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",7272c590-1e3d-41dc-9de7-35bce02556ff,banderson
1234123412341230,2016-09-13 18:54:16.192+0000,2133.26,,Tampa,Kroger,Shopping,,"{'Home', 'Shopping'}",988f37f2-2937-4a9b-b08e-d7d0e5b5b0f8,banderson
1234123412341230,2016-09-13 16:33:42.110+0000,1705.96,,Birmingham,Macys,Shopping,,"{'Home', 'Shopping'}",a22cfc32-50bb-40e9-b5b4-6e9f83159347,banderson
1234123412341230,2016-09-13 09:39:34.253+0000,712.63,,Tampa,Kroger,Shopping,,"{'Home', 'Shopping'}",f6ca6d03-fd23-44b4-8464-9ce186f8206e,banderson
1234123412341230,2016-09-13 06:37:54.029+0000,2420.11,,West Palm Beach,Macys,Shopping,,"{'Home', 'Shopping'}",84e4de35-7396-46ac-9b67-672fba0b9ae3,banderson
1234123412341230,2016-09-12 19:32:22.309+0000,376.83,,Birmingham,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",5c85a79b-f58a-438d-afa4-5bf6f9768190,banderson
1234123412341230,2016-09-12 13:40:20.538+0000,1958.30,,Atlanta,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",905422d5-536b-40d2-97d9-3789f8d030f7,banderson
1234123412341230,2016-09-12 13:16:35.044+0000,226.77,,Birmingham,Kroger,Shopping,,"{'Home', 'Shopping'}",84ba0321-d6cf-459a-932e-8ae51a32781d,banderson
1234123412341230,2016-09-12 08:14:00.542+0000,596.20,,Birmingham,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",aac82ea8-b799-4c9c-99a5-7d9f0eee0ecb,banderson
1234123412341230,2017-09-06 03:41:24.092+0000,3569.47,,West Palm Beach,Starbucks,Shopping,,"{'Home', 'Shopping'}",54b352fa-0924-403c-ab30-8030079f5b8f,banderson
1234123412341230,2017-09-05 15:40:43.959+0000,1194.03,,Dallas,Kroger,Shopping,,"{'Home', 'Shopping'}",1c94715c-7d0b-4322-93fe-eedd922e94a6,banderson
1234123412341230,2017-09-05 12:10:07.564+0000,176.81,,Tampa,Kroger,Shopping,,"{'Home', 'Shopping'}",40f2414a-67a3-4f1c-8e1b-152415b6e4f0,banderson
1234123412341230,2017-09-05 11:30:08.770+0000,1163.30,,Tampa,Amazon,Shopping,,"{'Home', 'Shopping'}",400e5a76-e128-4c50-ad98-1c0c3d7eef4d,banderson
1234123412341230,2017-09-05 09:11:42.063+0000,636.62,,Orlando,Kroger,Shopping,,"{'Home', 'Shopping'}",387cc71f-73ed-40e1-ab00-aac4f4a3ee10,banderson
1234123412341230,2017-09-04 21:23:18.644+0000,1544.72,,Orlando,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",9e3e9afb-5da8-4319-8188-8307fd34180a,banderson
1234123412341230,2017-09-04 20:25:55.971+0000,2077.03,,Tampa,Amazon,Shopping,CANCELLED,"{'Home', 'Shopping'}",b81aeba5-b26f-4c14-a0a2-6664e7e4bcf5,banderson
1234123412341230,2017-09-04 00:23:40.911+0000,853.00,,West Palm Beach,Target,Shopping,,"{'Home', 'Shopping'}",30bc545a-4aad-4df3-9677-7c1355d74866,banderson
1234123412341230,2017-09-03 13:41:32.558+0000,2287.57,,West Palm Beach,Macys,Shopping,,"{'Home', 'Shopping'}",c9cb8d89-fca8-4cda-97d5-a4ef87639779,banderson
1234123412341230,2017-09-03 13:26:26.862+0000,1505.03,,West Palm Beach,Macys,Shopping,,"{'Home', 'Shopping'}",75d93858-a60b-43ed-967f-c2caa93a0af7,banderson
1234123412341230,2017-09-03 09:12:33.973+0000,707.87,,Tampa,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",24b1ce7b-7fe3-45ca-b9e0-235969b3864a,banderson
1234123412341230,2017-09-03 08:04:15.754+0000,26.84,,Dallas,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",f4026dc8-ccd1-4969-aef6-c8ac9be0c4b1,banderson
1234123412341230,2017-09-03 07:25:24.614+0000,2935.21,,West Palm Beach,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",d0d47ade-33c9-4548-baed-d8c156db5fc3,banderson
1234123412341230,2017-09-03 05:54:02.437+0000,939.19,,Birmingham,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",9ae174a4-f32a-47dd-8a4c-c0d079cb3e95,banderson
1234123412341230,2017-09-02 14:56:06.903+0000,1524.51,,Birmingham,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",644c0da0-9c1a-4fc7-9f68-0f20e7935ad1,banderson
1234123412341230,2017-09-02 09:59:28.227+0000,3704.73,,Birmingham,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",217f3991-a9eb-4034-9dd4-8e5b2bb5e907,banderson
1234123412341230,2017-09-01 20:04:20.062+0000,1090.10,,Atlanta,Macys,Shopping,,"{'Home', 'Shopping'}",8ca266d2-e3cb-44a4-b312-d0d6b54fd798,banderson
1234123412341230,2017-09-01 15:54:57.385+0000,1769.39,,West Palm Beach,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",62d2afa7-d9d2-47c2-88f6-1feab629391e,banderson
1234123412341230,2017-09-01 05:20:41.295+0000,2359.00,,Birmingham,Kroger,Shopping,,"{'Home', 'Shopping'}",102146c0-e4b1-4421-8b02-756c08d1d56c,banderson
1234123412341230,2017-09-01 04:12:56.332+0000,701.21,,Atlanta,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",9d4f5b7a-6e11-460d-baf4-dc47a801bdf3,banderson
1234123412341230,2017-08-30 19:30:26.558+0000,618.97,,Dallas,Amazon,Shopping,,"{'Home', 'Shopping'}",9fe290c5-9e3e-4aa7-ac38-7044d61f7615,banderson
1234123412341230,2017-08-29 08:31:21.640+0000,1531.13,,Orlando,Kroger,Shopping,,"{'Home', 'Shopping'}",1ad41a9b-ea2c-4a78-999e-19741fc0653e,banderson
1234123412341230,2017-08-29 02:57:36.008+0000,843.11,,West Palm Beach,Macys,Shopping,,"{'Home', 'Shopping'}",8b8bab05-c062-4ff8-839d-4ac9cd3148d9,banderson
1234123412341230,2017-08-28 23:44:21.261+0000,1725.26,,Atlanta,Amazon,Shopping,,"{'Home', 'Shopping'}",38a76d18-3ca7-4aa3-9962-ef8bb2175ae8,banderson
1234123412341230,2017-08-28 08:10:38.051+0000,3272.33,,Orlando,Starbucks,Shopping,,"{'Home', 'Shopping'}",d3c3419b-37cd-47dd-974e-b3e3b19dfd5e,banderson
1234123412341230,2017-08-28 08:07:35.595+0000,385.47,,Atlanta,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",ae92f072-dfd1-4459-9792-a36bdffd2730,banderson
1234123412341230,2017-08-28 06:11:38.576+0000,1979.17,,West Palm Beach,Target,Shopping,,"{'Home', 'Shopping'}",0298e265-7256-4e32-a0d1-ece6a96767c8,banderson
1234123412341230,2017-08-27 05:26:38.956+0000,1412.97,,Tampa,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",9c77f4b8-2980-469d-a2f4-1ca32d3279f8,banderson
1234123412341230,2017-08-27 03:33:06.968+0000,1421.70,,Birmingham,Starbucks,Shopping,,"{'Home', 'Shopping'}",595d34da-0244-4c9a-8b80-4c411f8aa51b,banderson
1234123412341230,2017-08-27 01:10:02.318+0000,1786.06,,Birmingham,Target,Shopping,,"{'Home', 'Shopping'}",c0924433-d3da-400d-b90c-193f252556a1,banderson
1234123412341230,2017-08-27 00:32:58.813+0000,1512.03,,Orlando,Macys,Shopping,,"{'Home', 'Shopping'}",4dc751df-17a2-44e3-a215-d59f271549a7,banderson
1234123412341230,2017-08-26 06:46:04.112+0000,995.13,,Orlando,Target,Shopping,,"{'Home', 'Shopping'}",58509fec-73b8-446c-96fc-0cbecb4d62c1,banderson
1234123412341230,2017-08-26 03:12:26.165+0000,2400.35,,Orlando,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",20e43139-9267-4fd1-9c80-c46b11944baa,banderson
1234123412341230,2017-08-25 17:32:38.521+0000,966.28,,Atlanta,Amazon,Shopping,,"{'Home', 'Shopping'}",1cb4bd5a-6871-4426-be8e-55d3a199d340,banderson
1234123412341230,2017-08-25 16:50:04.738+0000,266.00,,Tampa,Starbucks,Shopping,,"{'Home', 'Shopping'}",3ed0795b-039b-4939-ab81-c90e406af45b,banderson
1234123412341230,2017-08-23 20:58:43.865+0000,1410.59,,Tampa,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",573036e9-865e-4498-a8c4-15bdd44e39e7,banderson
1234123412341230,2017-08-23 13:24:20.275+0000,785.93,,Tampa,Macys,Shopping,,"{'Home', 'Shopping'}",3a97313c-6f3a-45ae-a3b1-d8f1ed1c1a4e,banderson
1234123412341230,2017-08-23 05:27:56.064+0000,1347.27,,Orlando,Starbucks,Shopping,,"{'Home', 'Shopping'}",fdac6b09-b19d-4d63-8721-2a9f25e43f01,banderson
1234123412341230,2017-08-22 21:00:09.431+0000,2424.76,,West Palm Beach,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",4d7340a4-56e3-41e3-ad3d-0ff27e8ac8e9,banderson
1234123412341230,2017-08-22 19:18:04.372+0000,1456.50,,West Palm Beach,Starbucks,Shopping,,"{'Home', 'Shopping'}",6a4c0c17-7cf9-4cc6-8645-b614216ffcc5,banderson
1234123412341230,2017-08-22 18:38:59.307+0000,576.66,,Birmingham,Amazon,Shopping,,"{'Home', 'Shopping'}",58e73bac-e9e5-4595-89f9-49d90e247a05,banderson
1234123412341230,2017-08-22 10:05:42.003+0000,2410.41,,Orlando,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",6a68ca72-61b4-4aa9-8617-ff90442dc43d,banderson
1234123412341230,2017-08-21 15:14:57.767+0000,1890.17,,Tampa,Kroger,Shopping,,"{'Home', 'Shopping'}",fc0174c5-a0ad-440d-9c86-e09e30944b84,banderson
1234123412341230,2017-08-21 10:22:34.752+0000,2181.98,,Birmingham,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",cbfa23b5-c934-4db7-96da-7f756704cd69,banderson
1234123412341230,2017-08-21 08:45:13.709+0000,625.16,,Orlando,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",3f96107d-a961-48dd-b009-4ae23a975c0c,banderson
1234123412341230,2017-08-21 03:04:18.285+0000,798.05,,West Palm Beach,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",6eda9ac5-04f1-411e-ae08-1cec05f8e0c5,banderson
1234123412341230,2017-08-20 08:19:13.707+0000,433.06,,Atlanta,Kroger,Shopping,,"{'Home', 'Shopping'}",762aca3a-3e63-49a4-8469-0993bc41294b,banderson
1234123412341230,2017-08-20 08:13:07.304+0000,2154.35,,Birmingham,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",6e2df55d-bc29-4e8c-86d6-f904e0aaf047,banderson
1234123412341230,2017-08-19 22:04:32.269+0000,1691.94,,Dallas,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",9c387e72-72e7-4e77-a285-3a0cef47f9a1,banderson
1234123412341230,2017-08-19 21:20:30.245+0000,364.84,,Birmingham,Macys,Shopping,,"{'Home', 'Shopping'}",e9563793-28bc-482e-9ad6-bf2267f06309,banderson
1234123412341230,2017-08-19 21:11:20.819+0000,1968.95,,Birmingham,Wal-Mart,Shopping,CANCELLED,"{'Home', 'Shopping'}",6d955f6c-6262-4927-9590-84dedd3d5f9e,banderson
1234123412341230,2017-08-19 15:39:57.472+0000,442.05,,Atlanta,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",eab05e3c-b0fc-441a-bb2b-2e41f3cd2eda,banderson
1234123412341230,2017-08-19 07:31:23.203+0000,1401.45,,Atlanta,Amazon,Shopping,,"{'Home', 'Shopping'}",7c9df7e0-0d92-46a9-9dcb-aa90b2006e4b,banderson
1234123412341230,2017-08-18 12:26:15.450+0000,474.14,,Orlando,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",83a99de6-9eb8-4197-bf0a-2660b24b7e29,banderson
1234123412341230,2017-08-18 05:33:02.603+0000,101.31,,Dallas,Target,Shopping,,"{'Home', 'Shopping'}",2434f697-4280-4a57-b970-e4f9e0774ebb,banderson
1234123412341230,2017-08-18 04:29:55.564+0000,675.26,,Atlanta,Amazon,Shopping,,"{'Home', 'Shopping'}",dc056478-561b-417f-874e-882e2c112a78,banderson
1234123412341230,2017-08-18 02:58:47.970+0000,2124.36,,West Palm Beach,Amazon,Shopping,,"{'Home', 'Shopping'}",90df7b78-861f-4af8-8587-f66484e96582,banderson
1234123412341230,2017-08-17 21:34:12.977+0000,467.27,,Orlando,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",41114ead-fe0a-4e9c-a445-a723b689be37,banderson
1234123412341230,2017-08-17 21:15:38.491+0000,1317.62,,Dallas,Target,Shopping,,"{'Home', 'Shopping'}",59acc6e9-7331-482e-8e98-d580c9a0664e,banderson
1234123412341230,2017-08-17 17:46:22.809+0000,1338.42,,Birmingham,Macys,Shopping,,"{'Home', 'Shopping'}",bfc5c039-c581-4472-8a71-059db039b018,banderson
1234123412341230,2017-08-17 00:30:06.236+0000,2105.08,,Birmingham,Macys,Shopping,,"{'Home', 'Shopping'}",a8a2dc3c-ce08-417c-b774-cf37a3258dfb,banderson
1234123412341230,2017-08-16 21:05:35.359+0000,1506.90,,Atlanta,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",f98ed542-efad-42e3-89d4-6cfa19f62b7e,banderson
1234123412341230,2017-08-16 11:16:42.203+0000,719.94,,Birmingham,Amazon,Shopping,,"{'Home', 'Shopping'}",f1f69d7f-472c-4b96-912c-6f76efc90028,banderson
1234123412341230,2017-08-16 03:07:23.619+0000,642.43,,Birmingham,Amazon,Shopping,,"{'Home', 'Shopping'}",dca19952-e627-4511-b1ed-15ea1a43d7c7,banderson
1234123412341230,2017-08-15 21:32:06.995+0000,983.67,,Dallas,Kroger,Shopping,,"{'Home', 'Shopping'}",dc093be5-a8ea-47f8-8a66-4de800c1f3e0,banderson
1234123412341230,2017-08-15 19:14:47.630+0000,2462.75,,Birmingham,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",416944f3-6b13-43c0-b710-8bfa1f522dfc,banderson
1234123412341230,2017-08-15 18:13:38.595+0000,1295.76,,Orlando,Starbucks,Shopping,FAILED,"{'Home', 'Shopping'}",b90b4b26-363b-48e4-81fb-58b9bc50f08f,banderson
1234123412341230,2017-08-13 15:14:25.412+0000,1989.67,,Atlanta,Kroger,Shopping,,"{'Home', 'Shopping'}",453883c4-0769-4349-a09f-cc536792d77f,banderson
1234123412341230,2017-08-12 07:18:01.993+0000,1327.82,,Orlando,Kroger,Shopping,,"{'Home', 'Shopping'}",6bf435bc-aac4-461f-b47f-402703e2ad50,banderson
1234123412341230,2017-08-11 18:44:02.848+0000,2633.58,,Atlanta,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",d07ae50a-596b-443a-ad4e-80578fb9eaba,banderson
1234123412341230,2017-08-11 13:26:29.329+0000,1308.94,,Dallas,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",33fd4f52-7e63-4bb0-896d-412ddf2916b6,banderson
1234123412341230,2017-08-11 07:31:07.135+0000,2044.86,,Tampa,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",ee3673e7-9b55-4aaf-9c7e-e89f6ffb7398,banderson
1234123412341230,2017-08-11 03:17:52.434+0000,955.40,,Dallas,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",51fd6d07-015e-44e3-bc79-9f7420f4460d,banderson
1234123412341230,2017-08-10 21:51:58.524+0000,55.21,,Tampa,Kroger,Shopping,,"{'Home', 'Shopping'}",7d2f7c45-3820-413e-afc1-e285176111b8,banderson
1234123412341230,2017-08-10 14:59:20.429+0000,149.23,,West Palm Beach,Kroger,Shopping,,"{'Home', 'Shopping'}",30cea817-f6f6-4baf-a09e-91254a3b85c1,banderson
1234123412341230,2017-08-10 12:15:49.820+0000,1461.36,,West Palm Beach,Starbucks,Shopping,,"{'Home', 'Shopping'}",40631e93-b919-4fed-84a1-614870eef3f1,banderson
1234123412341230,2017-08-10 01:44:08.171+0000,1463.19,,Orlando,Kroger,Shopping,,"{'Home', 'Shopping'}",d505cbfa-3d93-4526-9f01-ac976493a16a,banderson
1234123412341230,2017-08-09 23:21:02.928+0000,499.26,,Atlanta,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",2ed687be-083c-4c11-b3e6-a9ce0a1c72f7,banderson
1234123412341230,2017-08-09 20:25:49.685+0000,2860.28,,Atlanta,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",4d92288d-ecb3-4c83-81cf-b36b23b6fdda,banderson
1234123412341230,2017-08-09 18:25:02.308+0000,522.98,,West Palm Beach,Macys,Shopping,,"{'Home', 'Shopping'}",4af9923b-3d0d-415c-917c-71c84bf9ce83,banderson
1234123412341230,2017-08-09 13:08:55.133+0000,1068.46,,Tampa,Starbucks,Shopping,,"{'Home', 'Shopping'}",e359f873-d167-4c7a-ac4c-56578a86d460,banderson
1234123412341230,2017-08-09 08:40:24.927+0000,679.46,,Atlanta,PizzaHut,HouseHold,SUCCESS,"{'Home', 'HouseHold'}",0bfefc0d-c075-46a0-8c5a-dc49300b15de,banderson
1234123412341230,2017-08-08 22:23:14.136+0000,1742.46,,Dallas,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",d14e586d-3991-4d98-b8a0-f3cc44a94251,banderson
1234123412341230,2017-08-08 17:35:52.762+0000,604.83,,Atlanta,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",ec62fe6d-b89a-4807-9026-a7f90f1e3e42,banderson
1234123412341230,2017-08-08 08:14:06.860+0000,987.96,,Dallas,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",9d78f667-c4fd-420d-8475-0dc2c94663c6,banderson
1234123412341230,2017-08-08 07:54:23.893+0000,2769.36,,Birmingham,Kroger,Shopping,,"{'Home', 'Shopping'}",206530ca-768d-4afd-9df9-f237ed2ffbf7,banderson
1234123412341230,2017-08-08 00:20:58.450+0000,857.90,,Dallas,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",d10e9ac3-3732-4557-b1a4-0337ab89dbee,banderson
1234123412341230,2017-08-07 19:37:21.560+0000,791.48,,Birmingham,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",29b9a295-c13a-4fa1-bb5e-c573cd158f08,banderson
1234123412341230,2017-08-06 22:27:40.680+0000,1225.82,,Birmingham,Macys,Shopping,,"{'Home', 'Shopping'}",a44eb93d-f4b7-4fc2-a2b5-1bcbbbec78c8,banderson
1234123412341230,2017-08-06 21:45:13.844+0000,2836.01,,West Palm Beach,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",3aaf1e32-6df2-4075-a6d7-b36a7c6db5cb,banderson
1234123412341230,2017-08-06 16:21:26.327+0000,2374.38,,West Palm Beach,Amazon,Shopping,,"{'Home', 'Shopping'}",9fa5f984-6078-49e1-b431-96611454a8c8,banderson
1234123412341230,2017-08-06 05:46:53.868+0000,1992.12,,Birmingham,Macys,Shopping,,"{'Home', 'Shopping'}",685b021a-cc3a-4e16-bd7c-0797744f4bbb,banderson
1234123412341230,2017-08-06 04:12:02.061+0000,3234.73,,Dallas,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",626b161d-140b-413d-86ea-de2bd47d0278,banderson
1234123412341230,2017-08-05 17:17:44.247+0000,1940.12,,Dallas,Macys,Shopping,,"{'Home', 'Shopping'}",02a76d1f-56ba-4153-81a0-199df8bdb0ea,banderson
1234123412341230,2017-08-05 11:40:17.115+0000,814.55,,Birmingham,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",371e1492-0413-4f4c-9b7c-05fde95a07d4,banderson
1234123412341230,2017-08-05 08:00:04.878+0000,1414.15,,West Palm Beach,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",5c45a750-6f6c-4833-8608-fa2cb582a147,banderson
1234123412341230,2017-08-04 21:21:20.049+0000,762.02,,Birmingham,Macys,Shopping,,"{'Home', 'Shopping'}",6f34c9cc-beca-41cb-8c15-7c9e34da3bc8,banderson
1234123412341230,2017-08-03 17:08:44.295+0000,597.43,,West Palm Beach,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",c8f9e41f-0b82-4d0c-abde-82d8db38dd9d,banderson
1234123412341230,2017-08-03 16:01:22.552+0000,1431.36,,Atlanta,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",61cd0c87-5ed1-41de-bbd2-b7d1437e2189,banderson
1234123412341230,2017-08-02 04:48:32.480+0000,1623.27,,West Palm Beach,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",956c7bf4-97bf-4831-9983-f358661410e3,banderson
1234123412341230,2017-08-02 04:39:39.049+0000,1619.52,,Birmingham,Kroger,Shopping,,"{'Home', 'Shopping'}",b21f17c7-5e86-4fa3-8a65-bc594cf99e9c,banderson
1234123412341230,2017-08-01 22:54:46.011+0000,663.78,,Orlando,Target,Shopping,,"{'Home', 'Shopping'}",7df1f456-0acf-42a1-acc3-a9a2e16ba8eb,banderson
1234123412341230,2017-08-01 05:06:47.014+0000,773.10,,Tampa,Target,Shopping,,"{'Home', 'Shopping'}",21792689-07eb-4bb3-99e7-26bac99902ff,banderson
1234123412341230,2017-07-31 22:12:39.063+0000,2330.47,,Dallas,Target,Shopping,,"{'Home', 'Shopping'}",6adab98f-d8f1-4e08-98ab-f79210f1ebbb,banderson
1234123412341230,2017-07-31 21:28:35.501+0000,107.19,,West Palm Beach,Macys,Shopping,,"{'Home', 'Shopping'}",c2198340-6737-4eb8-901b-ab8885059de5,banderson
1234123412341230,2017-07-31 19:38:44.924+0000,325.83,,Birmingham,Target,Shopping,,"{'Home', 'Shopping'}",04c0f090-8ac5-4829-89e7-aefca246ec91,banderson
1234123412341230,2017-07-31 11:47:53.636+0000,1734.15,,Birmingham,Starbucks,Shopping,,"{'Home', 'Shopping'}",3222cd02-4044-4789-81ed-fc8e9c83bf3c,banderson
1234123412341230,2017-07-31 00:46:01.666+0000,489.16,,Birmingham,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",e5ff53de-848e-4c79-a4ea-8b6a25facee3,banderson
1234123412341230,2017-07-30 19:44:28.845+0000,2189.38,,Tampa,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",2980db3e-e03d-4e43-8694-463ad72486fe,banderson
1234123412341230,2017-07-30 15:46:58.551+0000,749.62,,Dallas,PizzaHut,HouseHold,,"{'Home', 'HouseHold'}",34121dd5-53ea-40f6-9262-6e1418471b96,banderson
1234123412341230,2017-07-29 20:56:35.064+0000,1024.83,,Tampa,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",8a963a05-b95a-4887-b7f1-b6aea72a303a,banderson
1234123412341230,2017-07-29 17:18:45.536+0000,1862.01,,Orlando,Kroger,Shopping,,"{'Home', 'Shopping'}",f2a59340-f992-47ce-b935-86a732931167,banderson
1234123412341230,2017-07-29 10:36:35.133+0000,1002.62,,Orlando,Macys,Shopping,,"{'Home', 'Shopping'}",84ed489e-c544-4c8e-8e30-7713af8abf73,banderson
1234123412341230,2017-07-28 16:55:24.757+0000,1632.39,,Tampa,Target,Shopping,,"{'Home', 'Shopping'}",be98eab7-7ade-4709-9585-486a17c0f42b,banderson
1234123412341230,2017-07-27 15:53:56.834+0000,1709.30,,Orlando,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",ca7b2d51-6e0f-423a-9484-1c3b7e9df292,banderson
1234123412341230,2017-07-27 05:25:47.356+0000,977.36,,Birmingham,Wal-Mart,Shopping,,"{'Home', 'Shopping'}",b93ad0da-6a15-4124-bf78-c7a7cffc699f,banderson
1234123412341230,2017-07-26 20:13:30.021+0000,24.25,,West Palm Beach,Macys,Shopping,,"{'Home', 'Shopping'}",78ac3dae-20e5-49ad-8533-ac9865a61d76,banderson
1234123412341230,2017-07-26 17:52:21.710+0000,429.18,,Dallas,BestBuy,Pharmacy,,"{'Home', 'Pharmacy'}",83326ff4-ae2d-4d0d-9637-f7ee2426cc89,banderson
1234123412341230,2017-07-26 05:16:35.695+0000,2477.69,,Atlanta,Starbucks,Shopping,,"{'Home', 'Shopping'}",543db08b-80fa-4006-964e-b7d1421b7113,banderson
